title,abstract,database,database_id,doi
response profiles of murine spiral ganglion neurons on multielectrode arrays,"827. J Neural Eng. 2016 Feb;13(1):016011. doi: 10.1088/1741-2560/13/1/016011. Epub 2015 Dec 14.Response profiles of murine spiral ganglion neurons on multi-electrode arrays.Hahnewald S(1), Tscherter A, Marconi E, Streit J, Widmer HR, Garnham C, Benav H, Mueller M, Löwenheim H, Roccio M, Senn P.Author information:(1)Inner Ear Research Laboratory, University Departments of Clinical Research and Otorhinolaryngology, Head & Neck Surgery, Inselspital, University of Bern, Switzerland. Regenerative Neuroscience Cluster, Department of Clinical Research, University of Bern, Switzerland.OBJECTIVE: Cochlear implants (CIs) have become the gold standard treatment for deafness. These neuroprosthetic devices feature a linear electrode array, surgically inserted into the cochlea, and function by directly stimulating the auditory neurons located within the spiral ganglion, bypassing lost or not-functioning hair cells. Despite their success, some limitations still remain, including poor frequency resolution and high-energy consumption. In both cases, the anatomical gap between the electrode array and the spiral ganglion neurons (SGNs) is believed to be an important limiting factor. The final goal of the study is to characterize response profiles of SGNs growing in intimate contact with an electrode array, in view of designing novel CI devices and stimulation protocols, featuring a gapless interface with auditory neurons.APPROACH: We have characterized SGN responses to extracellular stimulation using multi-electrode arrays (MEAs). This setup allows, in our view, to optimize in vitro many of the limiting interface aspects between CIs and SGNs.MAIN RESULTS: Early postnatal mouse SGN explants were analyzed after 6-18 days in culture. Different stimulation protocols were compared with the aim to lower the stimulation threshold and the energy needed to elicit a response. In the best case, a four-fold reduction of the energy was obtained by lengthening the biphasic stimulus from 40 μs to 160 μs. Similarly, quasi monophasic pulses were more effective than biphasic pulses and the insertion of an interphase gap moderately improved efficiency. Finally, the stimulation with an external electrode mounted on a micromanipulator showed that the energy needed to elicit a response could be reduced by a factor of five with decreasing its distance from 40 μm to 0 μm from the auditory neurons.SIGNIFICANCE: This study is the first to show electrical activity of SGNs on MEAs. Our findings may help to improve stimulation by and to reduce energy consumption of CIs and thereby contribute to the development of fully implantable devices with better auditory resolution in the future.DOI: 10.1088/1741-2560/13/1/016011",pubmed,26656212,10.1088/1741-2560/13/1/016011
hearing threshold distribution and effect of screening in a populationbased german sample,"83. Int J Audiol. 2016;55(2):110-25. doi: 10.3109/14992027.2015.1084054. Epub 2015 Sep 29.Hearing threshold distribution and effect of screening in a population-based German sample.von Gablenz P(1), Holube I(1).Author information:(1)a Institute of Hearing Technology and Audiology and Cluster of Excellence ""Hearing4All"" , Oldenburg , Germany.OBJECTIVE: To establish the status of hearing in adults in Germany and the effects of screening for noise, tinnitus, ear diseases, and general health on the distribution of hearing threshold levels (HTL) DESIGN: A cross-sectional epidemiological study conducted between 2010 and 2012 in two middle-sized cities.STUDY SAMPLE: A total of 1903 adults aged 18 to 97 years from a randomized sample drawn from the local registration offices and stratified for age and gender.RESULTS: Dispersion and distribution of HTL data observed in the population-based sample are well in line with international results. However, median HTL tend to be better than in most recent international studies. Screening for ""otological normality"" improves the median HTL overall by 3 dB in males and 1 dB in females. This effect is strongly age-dependent in males and far less pronounced in females. While by and large HTL medians of females in the screened sample meet the values expected by ISO 7029:2000, HTL medians of males in middle and higher age cohorts are better than expected, especially in the frequencies above 2 kHz.CONCLUSIONS: This study supports international findings that in males, the age-related decrease in hearing sensitivity at high frequencies is smaller than described by ISO 7029:2000.DOI: 10.3109/14992027.2015.1084054",pubmed,26418731,10.3109/14992027.2015.1084054
a neural network model for optimizing vowel recognition by cochlear implant listeners,"468. IEEE Trans Neural Syst Rehabil Eng. 2001 Mar;9(1):42-8. doi: 10.1109/7333.918275.A neural network model for optimizing vowel recognition by cochlear implant listeners.Chang CH(1), Anderson GT, Loizou PC.Author information:(1)Applied Science Department at the University of Arkansas at Little Rock, 72204, USA.Due to the variability in performance among cochlear implant (CI) patients, it is becoming increasingly important to find ways to optimally fit patients with speech processing strategies. This paper proposes an approach based on neural networks, which can be used to automatically optimize the performance of CI patients. The neural network model is implemented in two stages. In the first stage, a neural network is trained to mimic the CI patient's performance on the vowel identification task. The trained neural network is then used in the second stage to adjust a free parameter to improve vowel recognition performance for each individual patient. The parameter examined in this study was a weighting function applied to the compressed channel amplitudes extracted from a 6-channel continuous interleaved sampling (CIS) strategy. Two types of weighting functions were examined, one which assumed channel interaction, and one which assumed no interaction between channels. Results showed that the neural network models closely matched the performance of five Med-EI/CIS-Link implant patients. The resulting weighting functions obtained after neural network training improved vowel performance, with the larger improvement (4%) attained by the weighting function which modeled channel interaction.DOI: 10.1109/7333.918275",pubmed,11482362,10.1109/7333.918275
automatic detection and classification of hearing loss conditions using an artificial neural network approach,"The auditory dysfunction is one of the most frequent disabilities, this condition can be diagnosed with an electroencephalogram modality called auditory evoked potentials (AEP). In this paper, we present a machine learning implementation to automatically detect and classify hearing loss conditions based on features extracted from synthetically generated brainstem auditory evoked potentials, a necessity given the scarcity of full-fledged datasets. The approach is based on a multi-player perceptron, which has demonstrated to be a useful and powerful tool in this domain. Preliminary results show very encouraging results, with accuracy results above 90% for a variety of hearing loss conditions; this system is to be deployed as hardware implementation for creating an affordable and portable medical device, as reported in previous work. © 2019, Springer Nature Switzerland AG.",scopus,2-s2.0-85068345233,10.1007/978-3-030-21077-9_21
left hemisphere fractional anisotropy increase in noiseinduced tinnitus a diffusion tensor imaging dti study of white matter tracts in the brain,"397. Hear Res. 2014 Mar;309:8-16. doi: 10.1016/j.heares.2013.10.005. Epub 2013 Nov 8.Left hemisphere fractional anisotropy increase in noise-induced tinnitus: a diffusion tensor imaging (DTI) study of white matter tracts in the brain.Benson RR(1), Gattu R(2), Cacace AT(3).Author information:(1)Center for Neurological Studies, Novi, MI, USA.(2)Department of Radiology, Wayne State University School of Medicine, Detroit, MI, USA.(3)Department of Communication Sciences & Disorders, Wayne State University, 207 Rackham, 60 Farnsworth, Detroit, MI 48202, USA. Electronic address: cacacea@wayne.edu.Diffusion tensor imaging (DTI) is a contemporary neuroimaging modality used to study connectivity patterns and microstructure of white matter tracts in the brain. The use of DTI in the study of tinnitus is a relatively unexplored methodology with no studies focusing specifically on tinnitus induced by noise exposure. In this investigation, participants were two groups of adults matched for etiology, age, and degree of peripheral hearing loss, but differed by the presence or absence (+/-) of tinnitus. It is assumed that matching individuals on the basis of peripheral hearing loss, allows for differentiating changes in white matter microstructure due to hearing loss from changes due to the effects of chronic tinnitus. Alterations in white matter tracts, using the fractional anisotropy (FA) metric, which measures directional diffusion of water, were quantified using tract-based spatial statistics (TBSS) with additional details provided by in vivo probabilistic tractography. Our results indicate that 10 voxel clusters differentiated the two groups, including 9 with higher FA in the group with tinnitus. A decrease in FA was found for a single cluster in the group with tinnitus. However, seven of the 9 clusters with higher FA were in left hemisphere thalamic, frontal, and parietal white matter. These foci were localized to the anterior thalamic radiations and the inferior and superior longitudinal fasciculi. The two right-sided clusters with increased FA were located in the inferior fronto-occipital fasciculus and superior longitudinal fasciculus. The only decrease in FA for the tinnitus-positive group was found in the superior longitudinal fasciculus of the left parietal lobe.Copyright © 2013 Elsevier B.V. All rights reserved.DOI: 10.1016/j.heares.2013.10.005",pubmed,24212050,10.1016/j.heares.2013.10.005
dispositional optimism dysphoria health and coping with hearing impairment in elderly adults original paper,"Sixty-eight elderly hearing impaired subjects were interviewed and completed self-report measures on hearing disability, dispositional optimism, dysphoria, and general health. The measures used were the Hearing Coping Assessment (HCA), the Hearing Questions (HQ), the Life Orientation Test (LOT), The Beck Depression Inventory (BDI), and a subscale from the Göteborg Quality of Life (GQL). Psychometric analyses of HCA, HQ, LOT, BDI, and GQL revealed high reliability in terms of Cronbach's Alpha and split-half r's. Significant inter-correlations were found between several measures, but not with pure-tone audiometry (0.5,1,2, and 3 kHz). Cluster analysis was used to identify subgroups in the sample. As a result three clusters were identified interpreted as 'high copers', 'copers with moderate psychological and somatic complaints', and 'low copers'. Results from the cluster analyses were confirmed by using two different clustering methods and by between-cluster comparisons on the HQ, which had not been used to obtain the clusters. © 1995 Informa UK Ltd All rights reserved: reproduction in whole or part not permitted.",scopus,2-s2.0-0029155978,10.3109/00206099509071900
database description russian fricatives recorded in 198 real speech sentences from 59 speakers,"840. Data Brief. 2023 May 11;48:109205. doi: 10.1016/j.dib.2023.109205. eCollection 2023 Jun.Database description: Russian fricatives recorded in 198 real speech sentences from 59 speakers.Ulrich N(1).Author information:(1)Lab Dynamics of Language UMR 5596, CNRS and University Lyon 2, France.This speech dataset is primarily designed to investigate linguistic and speaker information in fricative sounds in Russian. Acoustic recordings were obtained from 59 students (30 females and 29 males) between 18 and 30 years. Eighteen participants were recorded in a second session. The participants were born and lived since their early childhood in St. Petersburg. The participants did not report any speech or hearing impairment. The recording sessions were conducted at the phonetic laboratory of the Phonetic Institute in St. Petersburg, in an audiometric booth using the recording program Speech-Recorder version 3.28.0 at a sample rate of 44.1 kHz (16-bit encoding). During the recordings, a clip-on microphone (Sennheiser MKE 2-P) was placed at a distance of 15cm from the speakers' mouth and connected through an audio interface (Zoom U-22) to a laptop computer. The participants were instructed to read 198 randomized sentences from a computer screen. The fricatives [f], [s], [ʃ], [x], [v], [z], [ʒ], [sʲ], [ɕ], [vʲ], [zʲ] were embedded into those sentences. Two sentence structures were designed to obtain each real-word lexemes produced in three different contexts. The first type of sentence is a so-called carrier sentence with the structure of ""She said ""X"" and not ""Y"" "". Minimal pairs of real words, containing one of the 11 tested fricatives were placed in both ""X"" and ""Y"" positions. The second type of pre-designed sentence was a natural language sentence including each of the lexemes. All raw audio files were first automatically pre-processed by applying the online tool Munich Automatic Segmentation system. Then, the files of the first recording session were filtered below 80 and above 20050 Hz, and the boundaries were manually corrected using Praat. The dataset consists of 22,561 fricative tokens. The number of observations per sound differs across categories, because of their natural distribution. The dataset is made available as a collection of audio files in wav format along with companion Praat TextGrid files for each sentence. Target fricatives are furthermore available as individual wav files. The whole dataset can be accessed with the DOI https://doi.org/10.48656/4q9c-gz16. Additionally, the experimental design allows the investigation of other sound categories. The number of speakers recorded gives further possibilities for phonetic-oriented speaker identification studies.© 2023 The Author(s).DOI: 10.1016/j.dib.2023.109205PMCID: PMC10293980",pubmed,37383770,10.1016/j.dib.2023.109205
auditory inspired machine learning techniques can improve speech intelligibility and quality for hearingimpaired listeners,"129. J Acoust Soc Am. 2017 Mar;141(3):1985. doi: 10.1121/1.4977197.Auditory inspired machine learning techniques can improve speech intelligibility and quality for hearing-impaired listeners.Monaghan JJ(1), Goehring T(1), Yang X(1), Bolner F(2), Wang S(1), Wright MC(1), Bleeck S(1).Author information:(1)Institute of Sound and Vibration Research, University of Southampton, Southampton, United Kingdom.(2)ExpORL, Katholieke Universiteit Leuven, Leuven, Belgium.Machine-learning based approaches to speech enhancement have recently shown great promise for improving speech intelligibility for hearing-impaired listeners. Here, the performance of three machine-learning algorithms and one classical algorithm, Wiener filtering, was compared. Two algorithms based on neural networks were examined, one using a previously reported feature set and one using a feature set derived from an auditory model. The third machine-learning approach was a dictionary-based sparse-coding algorithm. Speech intelligibility and quality scores were obtained for participants with mild-to-moderate hearing impairments listening to sentences in speech-shaped noise and multi-talker babble following processing with the algorithms. Intelligibility and quality scores were significantly improved by each of the three machine-learning approaches, but not by the classical approach. The largest improvements for both speech intelligibility and quality were found by implementing a neural network using the feature set based on auditory modeling. Furthermore, neural network based techniques appeared more promising than dictionary-based, sparse coding in terms of performance and ease of implementation.DOI: 10.1121/1.4977197",pubmed,28372043,10.1121/1.4977197
perceived industrial deafness and hearing loss among people in a small queensland rural community,"396. Southeast Asian J Trop Med Public Health. 2005 Jul;36(4):1048-56.Perceived industrial deafness and hearing loss among people in a small Queensland rural community.Jirojwong S(1), Joubert D, Anastasi S; Wowan/Dululu Community Volunteer Group Inc.Author information:(1)Faculty of Arts, Health and Sciences, Central Queensland University, Rockhampton QLD, Australia. s.jirojwong@cqu.edu.auThis paper aims to describe chronic diseases including hearing loss reported by people in a small rural community. It will present the results of audiometric screening among a group of people in this community and their self reported risk factors of hearing loss. Different risk factors experienced by men and women will be compared. Two surveys were conducted in a small Queensland rural community. The first survey gathered information relating to chronic diseases among 604 people using a telephone interview method. The second survey assessed the level of hearing among 64 people who presented themselves for audiometric screening, their history of exposure to loud noise and their previous use of hearing protective measures. A higher rate of ""industrial deafness"" was reported (110.75 per 1,000 population) than the 1995 National rate (95.2 per 1,000 population). Of 64 people who attended the audiometric assessment, 60 (93.8%) had some level of hearing loss using the 2000 International Standard of hearing level (ISO 7029: 2000) taking age and gender into account. However, 15 persons (23.4%) perceived that they had good hearing. When compared to ISO 7029: 2000 standard, men and women had a similar pattern of hearing loss. Compared to men, a lower percentage of women were exposed to different sources of loud noise and were less likely to use hearing protection devices.",pubmed,16295567,
an application of mapping neural networks and a digital signal processor for cochlear neuroprostheses,"401. Biol Cybern. 1993;68(6):545-52. doi: 10.1007/BF00200814.An application of mapping neural networks and a digital signal processor for cochlear neuroprostheses.Zadák J(1), Unbehauen R.Author information:(1)Lehrstuhl für Allgemeine und Theoretische Elektrotechnik, Universität Erlangen-Nürnberg, Germany.Cochlear neuroprostheses strive to restore the sensation of hearing to patients with a profound sensorineural deafness. They exhibit a stimulation of the surviving auditory nerve neurons by electrical currents delivered through electrodes placed on or within the cochlea. The present article describes a new method for an efficient derivation of the required information from the incoming speech signal necessary for the implant stimulation. Also some realization aspects of the new approach are addressed. In the new strategy, a multilayer neural network is employed in the formant frequency estimation having some suitable speech signal descriptors as particular input signals. The proposed method allows us a fast formant frequency estimation necessary for the implant stimulation. With the developed strategy, the prosthesis can be adjusted to the environment which the patient is supposed to live in. Moreover, the neural network concept offers us an alternative for dealing with the areas of neural loss or ""holes"" in the frequency map of the patient's ear.DOI: 10.1007/BF00200814",pubmed,8324062,10.1007/BF00200814
different neuroanatomical correlates for temporal and spectral suprathreshold auditory tasks and speech in noise recognition in older adults with hearing impairment references,"Varying degrees of pure-tone hearing loss in older adults are differentially associated with cortical volume (CV) and thickness (CT) within and outside of the auditory pathway. This study addressed the question to what degree supra-threshold auditory performance (i.e., temporal compression and frequency selectivity) as well as speech in noise (SiN) recognition are associated with neurostructural correlates in a sample of 59 healthy older adults with mild to moderate pure-tone hearing loss. Using surface-based morphometry on T1-weighted MRI images, CT, CV, and surface area (CSA) of several regions-of-interest were obtained. The results showed distinct neurostructural patterns for the different tasks in terms of involved regions as well as morphometric parameters. While pure-tone averages (PTAs) positively correlated with CT in a right hemisphere superior temporal sulcus and gyrus cluster, supra-threshold auditory perception additionally extended significantly to CV and CT in left and right superior temporal clusters including Heschl's gyrus and sulcus, the planum polare and temporale. For SiN recognition, we found significant correlations with an auditory-related CT cluster and furthermore with language-related areas in the prefrontal cortex. Taken together, our results show that different auditory abilities are differently associated with cortical morphology in older adults with hearing impairment. Still, a common pattern is that greater PTAs and poorer supra-threshold auditory performance as well as poorer SiN recognition are all related to cortical thinning and volume loss but not to changes in CSA. These results support the hypothesis that mostly CT undergoes alterations in the context of auditory decline, while CSA remains stable. (PsycInfo Database Record (c) 2023 APA, all rights reserved)",psychinfo,,https://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=psyc22&DO=10.1111%2fejn.15922
intensive treatment of auditory analysis in a 16yearold aphasic patient hochfrequentes training der auditiven analyse bei aphasie,"Aim of this treatment study was to improve speech comprehension of a 16-year-old patient with Wernicke's aphasia and a partial disorder of auditory analysis (""word sound deafness""). To this end, tasks addressing phoneme-grapheme correspondence with syllables were used as well as speech discrimination tasks with syllables, consonant clusters and neologisms. The patient showed significant improvement with trained items and generalization effects to untrained items. Furthermore, secondary improvements could be observed in tasks which are based on the auditory analysis (e.g. lexical decision). However, performance in an untrained control task (rime generation) did not change, indicating that the effects of therapy were specific. Moreover, the patient showed an enhanced self-monitoring, evidenced by an increased rate of self-corrections. Copyright © Schulz-Kirchner Verlag, Idstein.",scopus,2-s2.0-84869756015,10.2443/skv-s-2012-53020120601
vehicle noise comparison of loudness ratings in the field and the laboratory,"21, 2017.81. Int J Audiol. 2024 Feb;63(2):117-126. doi: 10.1080/14992027.2022.2147867. Epub 2022 Dec 13.Vehicle noise: comparison of loudness ratings in the field and the laboratory.Llorach G(1)(2)(3), Oetting D(1)(2), Vormann M(1)(2), Meis M(1)(2), Hohmann V(1)(2)(3).Author information:(1)Development, Hörzentrum Oldenburg gGmbH, Oldenburg, Germany.(2)Cluster of Excellence Hearing4All, Department of Medical Physics and Acoustics, University of Oldenburg, Oldenburg, Germany.(3)Auditory Signal Processing, Department of Medical Physics and Acoustics, University of Oldenburg, Oldenburg, Germany.OBJECTIVE: Distorted loudness perception is one of the main complaints of hearing aid users. Measuring loudness perception in the clinic as experienced in everyday listening situations is important for loudness-based hearing aid fitting. Little research has been done comparing loudness perception in the field and in the laboratory.DESIGN: Participants rated the loudness in the field and in the laboratory of 36 driving actions. The field measurements were recorded with a 360° camera and a tetrahedral microphone. The recorded stimuli, which are openly accessible, were presented in three conditions in the laboratory: 360° video recordings with a head-mounted display, video recordings with a desktop monitor and audio-only.STUDY SAMPLES: Thirteen normal-hearing participants and 18 hearing-impaired participants with hearing aids.RESULTS: The driving actions were rated as louder in the laboratory than in the field for the condition with a desktop monitor and for the audio-only condition. The less realistic a laboratory condition was, the more likely it was for a participant to rate a driving action as louder. The field-laboratory loudness differences were bigger for louder sounds.CONCLUSION: The results of this experiment indicate the importance of increasing realism and immersion when measuring loudness in the clinic.DOI: 10.1080/14992027.2022.2147867",pubmed,36512479,10.1080/14992027.2022.2147867
expediting the identification of impaired channels in cochlear implants via analysis of speechbased confusion matrices,"454. IEEE Trans Biomed Eng. 2007 Dec;54(12):2193-204. doi: 10.1109/tbme.2007.908336.Expediting the identification of impaired channels in cochlear implants via analysis of speech-based confusion matrices.Remus JJ(1), Throckmorton CS, Collins LM.Author information:(1)Department of Electrical and Computer Engineering, Duke University, Durham, NC 27708-0291, USA.There is significant variability in the benefit provided by cochlear implants to severely deafened individuals. The reasons why some subjects exhibit low speech recognition scores are unknown; however, underlying physiological or psychophysical factors may be involved. Certain phenomena, such as indiscriminable electrodes and nonmonotonic pitch rankings, might hint at limitations in the ability of individual channels in the cochlear implant and/or sensorineural pathway to convey speech information. In this paper, four approaches for analyzing the results of a simple listening test using speech stimuli are investigated for the purpose of targeting channels of concern in order for follow-on psychophysical experiments to correctly identify channels performing in an ""impaired"" or anomalous manner. Listening tests were first conducted with normal-hearing subjects and acoustic models simulating channel-specific anomalies. Results indicate that these proposed analyses perform significantly better than chance in providing information about the location of anomalous channels. Vowel and consonant confusion matrices from six cochlear implant subjects were also analyzed to test the robustness of the proposed analyses to variability intrinsic to cochlear implant data. The current study suggests that confusion matrix analyses have the potential to expedite the identification of impaired channels by providing preliminary information prior to exhaustive psychophysical testing.DOI: 10.1109/tbme.2007.908336",pubmed,18075035,10.1109/tbme.2007.908336
with you  indian sign language detection and alert system,"The global deaf, non-speaking, and hard-of-hearing community relies heavily on sign language to facilitate communication. This paper will delve into the development of a detection system for the Indian Sign Language (ISL) that puts convenience and inclusivity first for this group. To accomplish this goal, the system uses a Long Short-Term Memory (LSTM) artificial neural network. Currently, the system can recognize 6 dynamic signs, 6 emergency signs, and 26 static ISL alphabets. The emergency signals use certain non-verbal cues to automatically dial the designated emergency services number. The emergency's type, the user's IP address, and their location are all included in the message that is delivered. By enabling communication through ISL, this system has been created to provide accessibility for the community of people with hearing disabilities. The artificial neural network enables the system to acquire the capability of learning and identifying various signals. Additionally, the use of emergency indicators can be extremely important in circumstances when verbal communication is impossible as the system can immediately notify emergency services and give them the information they need, to deliver quick aid. Overall, the hearing-impaired people in India may benefit greatly from this system's contributions to their safety and well-being.",ieee,,10.1109/ESCI59607.2024.10497366
development of novel musical stimuli to investigate the perception of musical emotions in individuals with hearing loss,"577. J Korean Med Sci. 2023 Mar 27;38(12):e82. doi: 10.3346/jkms.2023.38.e82.Development of Novel Musical Stimuli to Investigate the Perception of Musical Emotions in Individuals With Hearing Loss.Lee J(1)(2), Han JH(1)(2), Lee HJ(1)(2)(3).Author information:(1)Laboratory of Brain & Cognitive Sciences for Convergence Medicine, Hallym University College of Medicine, Anyang, Korea.(2)Ear and Interaction Center, Doheun Institute for Digital Innovation in Medicine (D.I.D.I.M.), Hallym University Medical Center, Anyang, Korea.(3)Department of Otorhinolaryngology, Hallym University College of Medicine, Chuncheon, Korea. hyojlee@hallym.ac.kr.BACKGROUND: Many studies have examined the perception of musical emotion using excerpts from familiar music that includes highly expressed emotions to classify emotional choices. However, using familiar music to study musical emotions in people with acquired hearing loss could produce ambiguous results as to whether the emotional perception is due to previous experiences or listening to the current musical stimuli. To overcome this limitation, we developed new musical stimuli to study emotional perception without the effects of episodic memory.METHODS: A musician was instructed to compose five melodies with evenly distributed pitches around 1 kHz. The melodies were created to express the emotions of happy, sad, angry, tender, and neutral. To evaluate whether these melodies expressed the intended emotions, two methods were applied. First, we classified the expressed emotions of melodies with selected musical features from 60 features using genetic algorithm-based k-nearest neighbors. Second, forty-four people with normal hearing participated in an online survey regarding the emotional perception of music based on dimensional and discrete approaches to evaluate the musical stimuli set.RESULTS: Twenty-four selected musical features produced classification for intended emotions with an accuracy of 76%. The results of the online survey in the normal hearing (NH) group showed that the intended emotions were selected significantly more often than the others. K-means clustering analysis revealed that melodies with arousal and valence ratings corresponded to representative quadrants of interest. Additionally, the applicability of the stimuli was tested in 4 individuals with high-frequency hearing loss.CONCLUSION: By applying the individuals with NH, the musical stimuli were shown to classify emotions with high accuracy, as expressed. These results confirm that the set of musical stimuli can be used to study the perceived emotion in music, demonstrating the validity of the musical stimuli, independent of innate musical bias such as due to episodic memory. Furthermore, musical stimuli could be helpful for further studying perceived musical emotion in people with hearing loss because of the controlled pitch for each emotion.© 2023 The Korean Academy of Medical Sciences.DOI: 10.3346/jkms.2023.38.e82PMCID: PMC10042730",pubmed,36974396,10.3346/jkms.2023.38.e82
simulation system of cochlear implant,"Different types of hearing loss can be treated according to the etiology and degree. Commonly used methods include drug therapy, surgical treatment, wearing hearing aids and implanting electrical stimulation equipment. Among them, cochlear implant is an effective way to restore the hearing perception ability of patients with very severe deafness and total deafness, and it is the most commonly used electrical stimulation implant device. Cochlear implant is still not widely used in China because of its high price and long training period. In order to facilitate speech training and improve speech perception ability of cochlear implant, this paper designs a speech training and speech simulation system of cochlear implant. The designed software and hardware system is a simulation test platform, with low price, simple test mode, and potential huge market value and application value. © 2021, ICST Institute for Computer Sciences, Social Informatics and Telecommunications Engineering.",scopus,2-s2.0-85101524891,10.1007/978-3-030-66785-6_32
predicting consonant recognition and confusions in normalhearing listeners,"740. J Acoust Soc Am. 2017 Feb;141(2):1051. doi: 10.1121/1.4976054.Predicting consonant recognition and confusions in normal-hearing listeners.Zaar J(1), Dau T(1).Author information:(1)Hearing Systems Group, Department of Electrical Engineering, Technical University of Denmark, DK-2800 Kongens Lyngby, Denmark.The perception of consonants in background noise has been investigated in various studies and was shown to critically depend on fine details in the stimuli. In this study, a microscopic speech perception model is proposed that represents an extension of the auditory signal processing model by Dau, Kollmeier, and Kohlrausch [(1997). J. Acoust. Soc. Am. 102, 2892-2905]. The model was evaluated based on the extensive consonant perception data set provided by Zaar and Dau [(2015). J. Acoust. Soc. Am. 138, 1253-1267], which was obtained with normal-hearing listeners using 15 consonant-vowel combinations mixed with white noise. Accurate predictions of the consonant recognition scores were obtained across a large range of signal-to-noise ratios. Furthermore, the model yielded convincing predictions of the consonant confusion scores, such that the predicted errors were clustered in perceptually plausible confusion groups. The large predictive power of the proposed model suggests that adaptive processes in the auditory preprocessing in combination with a cross-correlation based template-matching back end can account for some of the processes underlying consonant perception in normal-hearing listeners. The proposed model may provide a valuable framework, e.g., for investigating the effects of hearing impairment and hearing-aid signal processing on phoneme recognition.DOI: 10.1121/1.4976054",pubmed,28253684,10.1121/1.4976054
sensorineural hearing loss affects functional connectivity of the auditory cortex parahippocampal gyrus and inferior prefrontal gyrus in tinnitus patients,"683. Front Neurosci. 2022 Apr 1;16:816712. doi: 10.3389/fnins.2022.816712. eCollection 2022.Sensorineural Hearing Loss Affects Functional Connectivity of the Auditory Cortex, Parahippocampal Gyrus and Inferior Prefrontal Gyrus in Tinnitus Patients.Chen J(1), Zhao Y(1), Zou T(1), Wen X(1), Zhou X(1), Yu Y(1), Liu Z(1), Li M(1).Author information:(1)Department of Otolaryngology, The First People's Hospital of Foshan, Foshan, China.BACKGROUND: Tinnitus can interfere with a patient's speech discrimination, but whether tinnitus itself or the accompanying sensorineural hearing loss (SNHL) causes this interference is still unclear. We analyzed event-related electroencephalograms (EEGs) to observe auditory-related brain function and explore the possible effects of SNHL on auditory processing in tinnitus patients.METHODS: Speech discrimination scores (SDSs) were recorded in 21 healthy control subjects, 24 tinnitus patients, 24 SNHL patients, and 27 patients with both SNHL and tinnitus. EEGs were collected under an oddball paradigm. Then, the mismatch negativity (MMN) amplitude and latency, the clustering coefficient and average path length of the whole network in the tinnitus and SNHL groups were compared with those in the control group. Additionally, we analyzed the intergroup differences in functional connectivity among the primary auditory cortex (AC), parahippocampal gyrus (PHG), and inferior frontal gyrus (IFG).RESULTS: SNHL patients with or without tinnitus had lower SDSs than the control subjects. Compared with control subjects, tinnitus patients with or without SNHL had decreased MMN amplitudes, and SNHL patients had longer MMN latencies. Tinnitus patients without SNHL had a smaller clustering coefficient and a longer whole-brain average path length than the control subjects. SNHL patients with or without tinnitus had a smaller clustering coefficient and a longer average path length than patients with tinnitus alone. The connectivity strength from the AC to the PHG and IFG was lower on the affected side in tinnitus patients than that in control subjects; the connectivity strength from the PHG to the IFG was also lower on the affected side in tinnitus patients than that in control subjects. However, the connectivity strength from the IFG to the AC was stronger in tinnitus patients than that in the control subjects. In SNHL patients with or without tinnitus, these changes were magnified.CONCLUSION: Changes in auditory processing in tinnitus patients do not influence SDSs. Instead, SNHL might cause the activity of the AC, PHG and IFG to change, resulting in impaired speech recognition in tinnitus patients with SNHL.Copyright © 2022 Chen, Zhao, Zou, Wen, Zhou, Yu, Liu and Li.DOI: 10.3389/fnins.2022.816712PMCID: PMC9011051",pubmed,35431781,10.3389/fnins.2022.816712
machine learning technique reveals prognostic factors of vibrant soundbridge for conductive or mixed hearing loss patients,,base,6d5e172708d488f744dfcb2aa66e224591f39dbaa0cbd4d4f5caa2eae8960d6f,
