Authors,Author full names,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Abstract,PubMed ID,Document Type,Publication Stage,Open Access,Source,EID
Cassandro C.; Manassero A.; Landi V.; Aschero G.; Lovallo S.; Albera A.; Genovese E.; Canale A.,"Cassandro, Claudia (22633886000); Manassero, Alessandra (57299791500); Landi, Valeria (57300161000); Aschero, Giulia (57299976300); Lovallo, Silvano (57299608600); Albera, Andrea (55777543500); Genovese, Elisabetta (7006425005); Canale, Andrea (6701710329)",22633886000; 57299791500; 57300161000; 57299976300; 57299608600; 55777543500; 7006425005; 6701710329,Auditory processing disorders: Diagnostic and therapeutic challenge,2021,Otorhinolaryngology(Italy),71,3,,120,124,4,0,10.23736/S2724-6302.21.02387-2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85117306101&doi=10.23736%2fS2724-6302.21.02387-2&partnerID=40&md5=9235c0b2676067841ae782b460bc209f,"BACKGROUND: The auditory processing disorders (APD) are characterized by normal peripheral hearing, but abnormal processing of auditory information within the central auditory nervous system and the neurobiological activity that underlies that processing and gives rise to the electrophysiological auditory potentials. Learning disorders (LD) are diagnosed when a subject's achievement on individually administered standardized tests in reading, mathematics or written expression is substantially below (defined as a discrepancy of more than two standard deviations from the mean) that expected for age, schooling and level of intelligence. Prevalence of APD in students diagnosed with LD is estimated to be as high but is still unclear the overlap between the APD and other developmental disorders. This lack of clarity is probably due to the use of multiple diagnostic criteria and different tests proposed that evaluate the same cognitive domains as memory, attention, speech production etc. METHODS: The aim of our study was to present a cluster analysis to determine the overall profile of students that are tested for dyslexia with the co-occurrence of poor performance on auditory skills. In absence of any audiometric hearing loss, they have been addressed for auditory processing assessment according to diagnostic criteria. We evaluated 70 patients (30 males and 40 females) aged between 17 and 55 years. The students were tested on cognitive, auditory, reading and language skills with an IQ assessment, dyslexia assessment, phonological awareness screening, instrumental evaluation for hearing threshold. Exclusion criteria: IQ below the norm (<70 points) and the presence of neurological and sensory deficits. RESULT S: Among 70 patients examined, 33% have poor SRT -PTA agreement because ITA Matrix test showed a SRT average of -3.8 dB SNR; of these 33%, 56% also showed a low score in repeating non-words with shielded mouth, 61% a speed less than 4th percentage in spelling and 39% less than the 5th percentage in the fusion test. Analyzing the profiles of the group with poor SRT-PTA agreement, we focused on four cases that are suspected for APD and we tested them. Only one subjects had a poor performance below two standard deviation on two tests according to diagnostic criteria, so we confirm an APD. CONCLUSIONS: The clinical presentation of APD has much in common especially with specific language impairment (SLI) and dyslexia and this occurrence suggests that may be a symptom of a more varied neurodevelopmental disorder. We conclude that all the patients with difficult on auditory skills with normal hearing threshold should be assess for an APD. The diagnosis of APD is still today a challenge that require a larger sample for further investigation. © 2021 EDIZIONI MINERVA MEDICA.",,Article,Final,,Scopus,2-s2.0-85117306101
Mayer C.; Trezek B.J.; Hancock G.R.,"Mayer, Connie (7202232503); Trezek, Beverly J. (8945169800); Hancock, Gregory R. (7102177068)",7202232503; 8945169800; 7102177068,Reading Achievement of Deaf Students: Challenging the Fourth Grade Ceiling,2021,Journal of Deaf Studies and Deaf Education,26,3,,427,437,10,11,10.1093/deafed/enab013,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108386991&doi=10.1093%2fdeafed%2fenab013&partnerID=40&md5=fc765c6fb28b2a71e3e882b688f03b68,"Historically it has been reported that deaf students do not achieve age-appropriate outcomes in reading, with this performance often being characterized in terms of a fourth grade ceiling. However, given the shifts in the field during the past 20 years (e.g., widespread implementation of newborn hearing screening, advances in hearing technologies), it would be timely to question whether this continues to serve as a meaningful benchmark. To this end, the purpose of this study was to investigate reading outcomes of a Canadian cohort of school-aged deaf learners (N=70) who all used listening and spoken language as the primary mode of communication. Specifically, the goal was to establish whether their achievement approached that of their hearing age peers and to identify demographic factors influencing performance (i.e., gender, unilateral/bilateral hearing loss, personal amplification, level of auditory functioning, grade placement, additional disabilities, home language). Results indicate that participants obtained standard scores in the average range on both the Basic Reading and Reading Comprehension clusters of the Woodcock Johnson III-Diagnostic Reading Battery (Woodcock et al., 2004), surpassing the fourth grade reading achievement ceiling often reported for this population. © 2021 Oxford University Press. All rights reserved.",34060625,Article,Final,All Open Access; Bronze Open Access,Scopus,2-s2.0-85108386991
Sanchez-Lopez R.; Dau T.; Whitmer W.M.,"Sanchez-Lopez, Raul (57204522385); Dau, Torsten (56368948300); Whitmer, William M. (9244546900)",57204522385; 56368948300; 9244546900,Audiometric profiles and patterns of benefit: a data-driven analysis of subjective hearing difficulties and handicaps,2022,International Journal of Audiology,61,4,,301,310,9,4,10.1080/14992027.2021.1905890,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103901527&doi=10.1080%2f14992027.2021.1905890&partnerID=40&md5=04692bb9e84a0456e60314bb6a5d48d2,"Objective: Hearing rehabilitation attempts to compensate for auditory dysfunction, reduce hearing difficulties and minimise participation restrictions that can lead to social isolation. However, there is no systematic approach to assess the quality of the intervention at an individual level that might help to evaluate the need of further hearing rehabilitation in the hearing care clinic. Design: A data-driven analysis on subjective data reflecting hearing disabilities and handicap was chosen to explore “benefit patterns” as a result of rehabilitation in different audiometric groups. The method was based on (1) dimensionality reduction; (2) stratification; (3) archetypal analysis; (4) clustering; (5) item importance estimation. Study sample: 572 hearing-aid users completed questionnaires of hearing difficulties (speech, spatial and qualities hearing scale; SSQ) and hearing handicap (HHQ). Results: The data-driven approach revealed four benefit profiles that were different for each audiometric group. The groups with low degree of high-frequency hearing loss (HLHF) showed a priority for rehabilitating hearing handicaps, whereas the groups with HLHF > 50 dB HL showed a priority for improvements in speech understanding. Conclusions: The patterns of benefit and the stratification approach might guide the clinical intervention strategy and improve the efficacy and quality of service in the hearing care clinic. © 2021 The Authors. Published by Informa UK Limited, trading as Taylor & Francis Group on behalf of British Society of Audiology, International Society of Audiology, and Nordic Audiological Society.",33825590,Article,Final,All Open Access; Green Open Access; Hybrid Gold Open Access,Scopus,2-s2.0-85103901527
Beukes E.W.; Baguley D.M.; Manchaiah V.; Andersson G.; Allen P.M.; Kaldo V.; Jacquemin L.; Lourenco M.P.C.G.; Onozuka J.; Stockdale D.; Maidment D.W.,"Beukes, Eldré W. (57189571719); Baguley, David M. (7006369497); Manchaiah, Vinaya (35330310500); Andersson, Gerhard (7202645907); Allen, Peter M. (55421603100); Kaldo, Viktor (6506425962); Jacquemin, Laure (57203021883); Lourenco, Matheus P. C. G. (57207580299); Onozuka, Joy (57219977625); Stockdale, David (57195419055); Maidment, David W. (57142070800)",57189571719; 7006369497; 35330310500; 7202645907; 55421603100; 6506425962; 57203021883; 57207580299; 57219977625; 57195419055; 57142070800,Investigating tinnitus subgroups based on hearing-related difficulties,2021,International Journal of Clinical Practice,75,10,e14684,,,,4,10.1111/ijcp.14684,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112653087&doi=10.1111%2fijcp.14684&partnerID=40&md5=ba5e0151806c3b655f0b3e3a6911ff1d,"Purpose: Meaningfully grouping individuals with tinnitus who share a common characteristics (ie, subgrouping, phenotyping) may help tailor interventions to certain tinnitus subgroups and hence reduce outcome variability. The purpose of this study was to test if the presence of tinnitus subgroups are discernible based on hearing-related comorbidities, and to identify predictors of tinnitus severity for each subgroup identified. Methods: An exploratory cross-sectional study was used. The study was nested within an online survey distributed worldwide to investigate tinnitus experiences during the COVID-19 pandemic. The main outcome measure was the tinnitus Handicap Inventory- Screening Version. Results: From the 3400 respondents, 2980 were eligible adults with tinnitus with an average age of 58 years (SD = 14.7) and 49% (n = 1457) being female. A three-cluster solution identified distinct subgroups, namely, those with tinnitus-only (n = 1306; 44%), those presenting with tinnitus, hyperacusis, hearing loss and/or misophonia (n = 795; 27%), and those with tinnitus and hearing loss (n = 879; 29%). Those with tinnitus and hyperacusis reported the highest tinnitus severity (M = 20.3; SD = 10.5) and those with tinnitus and no hearing loss had the lowest tinnitus severity (M = 15.7; SD = 10.4). Younger age and the presence of mental health problems predicted greater tinnitus severity for all groups (β ≤ −0.1, P ≤.016). Conclusion: Further exploration of these potential subtypes are needed in both further research and clinical practice by initially triaging tinnitus patients prior to their clinical appointments based on the presence of hearing-related comorbidities. Unique management pathways and interventions could be tailored for each tinnitus subgroup. © 2021 John Wiley & Sons Ltd",34331723,Article,Final,All Open Access; Bronze Open Access; Green Open Access,Scopus,2-s2.0-85112653087
Dondzillo A.; Takeda H.; Gubbels S.P.,"Dondzillo, Anna (6503924463); Takeda, Hiroki (56417036400); Gubbels, Samuel P. (12769819500)",6503924463; 56417036400; 12769819500,Sex difference in the efferent inner hair cell synapses of the aging murine cochlea,2021,Hearing Research,404,,108215,,,,2,10.1016/j.heares.2021.108215,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101906282&doi=10.1016%2fj.heares.2021.108215&partnerID=40&md5=61da96c4ad9a76850214dd5fcbb3e1dc,"Efferent innervation of the inner hair cells changes over time. At an early age in mice, inner hair cells receive efferent feedback, which helps fine-tune tonotopic maps in the brainstem. In adulthood, inner hair cell efferent innervation wanes but increases again in older animals. It is not clear, however, whether age-related inner hair cell efferents increase along the entire range of the cochlear frequencies, or if this increase is restricted to a particular frequency-region, and whether this phenomenon occurs in both sexes. Age-related hearing loss, presbycusis, affects men and women differently. In mice, this difference is also strain specific. In aging black six mice, the auditory brainstem response thresholds increase in females earlier than in males. Here, we study age-related increase of the inner hair cell efferent innervation throughout the cochlea before hearing onset, in one month old and in ten months old and older male and female black six mice. We collected confocal images of immunostained inner hair cell efferents and quantified the labeled terminals in the entire cochlea using a machine learning algorithm. The overall number of the inner hair cell efferents in both sexes did not change significantly between age-groups. The distribution of the inner hair cell efferent innervation did not differ across frequencies in the cochlea. However, in females, inner hair cells received on average up to four times more efferent innervation than in males per each of the frequency regions tested. Sex differences were also found in the oldest age-group tested (≥ 10 months) where on average inner hair cells received six times more efferents in females than in males of matching age. Our findings emphasize the importance of including both sexes in sensorineural hearing loss research. © 2021 Elsevier B.V.",33677192,Article,Final,All Open Access; Green Open Access,Scopus,2-s2.0-85101906282
Bourqui M.; Pernon M.; Fougeron C.; Laganaro M.,"Bourqui, Marion (57223936604); Pernon, Michaela (54389869600); Fougeron, Cécile (6603139291); Laganaro, Marina (6506057139)",57223936604; 54389869600; 6603139291; 6506057139,Contribution of acoustic analysis to the detection of vocoid epenthesis in apraxia of speech and other motor speech disorders,2022,Aphasiology,36,7,,854,867,13,0,10.1080/02687038.2021.1914815,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106455126&doi=10.1080%2f02687038.2021.1914815&partnerID=40&md5=28a27b9117e86cfa04c5b5fee8eb3e19,"Background: Vocoid epenthesis within consonant clusters has been claimed to contribute to the diagnosis of apraxia of speech. In clinical practice, the clinicians often doubt about the correct production of clusters as the C-C transition may be minimally disrupted. Aims: To demonstrate the value of acoustic analysis in clinical practice as a reliable complement to perceptive judgment. Methods & Procedures: We compared the acoustic signature and the perceptive detection of vocoid epentheses in unvoiced consonant clusters within pseudo-words produced by 40 participants presenting different subtypes of motor speech disorders (including apraxia of speech (AoS) and dysarthria) and matched neurotypical controls. Outcomes & Results: The results indicate that vocoid epenthesis was acoustically visible in 3 out of 10 participants with AoS, and in one out of 30 participants with dysarthria. One-quarter of these vocoid epentheses was not detected via auditory perception by expert listeners (speech and language therapists) who also made false detections. Conclusions: The current results indicate that vocoid epenthesis is not systematic at least in mild AoS. Moreover, an important proportion is misdetected by ear, even by expert clinicians, meaning that visualisation of the acoustic signal can be of precious help. © 2021 The Author(s). Published by Informa UK Limited, trading as Taylor & Francis Group.",,Article,Final,All Open Access; Green Open Access; Hybrid Gold Open Access,Scopus,2-s2.0-85106455126
Zanet M.; Polo E.M.; Lenatti M.; Van Waterschoot T.; Mongelli M.; Barbieri R.; Paglialonga A.,"Zanet, Marco (57213610020); Polo, Edoardo M. (57213605525); Lenatti, Marta (57222472784); Van Waterschoot, Toon (16040861800); Mongelli, Maurizio (7005882346); Barbieri, Riccardo (35483096800); Paglialonga, Alessia (23668671800)",57213610020; 57213605525; 57222472784; 16040861800; 7005882346; 35483096800; 23668671800,Evaluation of a Novel Speech-in-Noise Test for Hearing Screening: Classification Performance and Transducers' Characteristics,2021,IEEE Journal of Biomedical and Health Informatics,25,12,,4300,4307,7,7,10.1109/JBHI.2021.3100368,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112658406&doi=10.1109%2fJBHI.2021.3100368&partnerID=40&md5=9dffed0cc558bbd6c54ea1a1bdce8957,"One of the current gaps in teleaudiology is the lack of methods for adult hearing screening viable for use in individuals of unknown language and in varying environments. We have developed a novel automated speech-in-noise test that uses stimuli viable for use in non-native listeners. The test reliability has been demonstrated in laboratory settings and in uncontrolled environmental noise settings in previous studies. The aim of this study was: (i) to evaluate the ability of the test to identify hearing loss using multivariate logistic regression classifiers in a population of 148 unscreened adults and (ii) to evaluate the ear-level sound pressure levels generated by different earphones and headphones as a function of the test volume. The multivariate classifiers had sensitivity equal to 0.79 and specificity equal to 0.79 using both the full set of features extracted from the test as well as a subset of three features (speech recognition threshold, age, and number of correct responses). The analysis of the ear-level sound pressure levels showed substantial variability across transducer types and models, with earphones levels being up to 22 dB lower than those of headphones. Overall, these results suggest that the proposed approach might be viable for hearing screening in varying environments if an option to self-adjust the test volume is included and if headphones are used. Future research is needed to assess the viability of the test for screening at a distance, for example by addressing the influence of user interface, device, and settings, on a large sample of subjects with varying hearing loss.  © 2013 IEEE.",34314365,Article,Final,All Open Access; Green Open Access,Scopus,2-s2.0-85112658406
Osman R.A.; Osman H.A.,"Osman, Rida Al (57201476167); Osman, Hussein Al (24586737500)",57201476167; 24586737500,On the use of machine learning for classifying auditory brainstem responses: A scoping review,2021,IEEE Access,9,,9504576,110592,110600,8,3,10.1109/ACCESS.2021.3102096,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112635028&doi=10.1109%2fACCESS.2021.3102096&partnerID=40&md5=db40f99121eb02c41ca7726faf72f5bd,"Recent advances in machine learning have led to a surge of interest in classification of the auditory brainstem response. In this work, we conducted a search in the PubMed, Google Scholar, SpringerLink, ScienceDirect, and Scopus databases, and identified twelve studies that explored the use of machine learning to classify the auditory brainstem response as a complementary and objective method to (a) help clinicians better diagnose hearing impairment by discerning between healthy and pathological auditory brainstem response waveforms, (b) present a neural marker for potential applications in hearing aid tuning, and (c) provide a biometric marker for discriminating between subjects. A comparison between the studies presented in this review is not possible as they used different test subjects, group sizes, and stimuli, and evaluated auditory brainstem response differently. Instead, the result of these studies will be presented and their limitations as well as their potential applications will be discussed. Overall, the findings of these studies suggest that ABR classification using machine learning is a promising tool for assessing patients with hearing loss, optimizing technologies for tuning hearing aids, and discriminating between subjects.  © 2013 IEEE.",,Review,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-85112635028
Fletcher M.D.,"Fletcher, Mark D. (57204176402)",57204176402,Can Haptic Stimulation Enhance Music Perception in Hearing-Impaired Listeners?,2021,Frontiers in Neuroscience,15,,723877,,,,10,10.3389/fnins.2021.723877,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114985260&doi=10.3389%2ffnins.2021.723877&partnerID=40&md5=ae663555880cddcd261ae550ec265364,"Cochlear implants (CIs) have been remarkably successful at restoring hearing in severely-to-profoundly hearing-impaired individuals. However, users often struggle to deconstruct complex auditory scenes with multiple simultaneous sounds, which can result in reduced music enjoyment and impaired speech understanding in background noise. Hearing aid users often have similar issues, though these are typically less acute. Several recent studies have shown that haptic stimulation can enhance CI listening by giving access to sound features that are poorly transmitted through the electrical CI signal. This “electro-haptic stimulation” improves melody recognition and pitch discrimination, as well as speech-in-noise performance and sound localization. The success of this approach suggests it could also enhance auditory perception in hearing-aid users and other hearing-impaired listeners. This review focuses on the use of haptic stimulation to enhance music perception in hearing-impaired listeners. Music is prevalent throughout everyday life, being critical to media such as film and video games, and often being central to events such as weddings and funerals. It represents the biggest challenge for signal processing, as it is typically an extremely complex acoustic signal, containing multiple simultaneous harmonic and inharmonic sounds. Signal-processing approaches developed for enhancing music perception could therefore have significant utility for other key issues faced by hearing-impaired listeners, such as understanding speech in noisy environments. This review first discusses the limits of music perception in hearing-impaired listeners and the limits of the tactile system. It then discusses the evidence around integration of audio and haptic stimulation in the brain. Next, the features, suitability, and success of current haptic devices for enhancing music perception are reviewed, as well as the signal-processing approaches that could be deployed in future haptic devices. Finally, the cutting-edge technologies that could be exploited for enhancing music perception with haptics are discussed. These include the latest micro motor and driver technology, low-power wireless technology, machine learning, big data, and cloud computing. New approaches for enhancing music perception in hearing-impaired listeners could substantially improve quality of life. Furthermore, effective haptic techniques for providing complex sound information could offer a non-invasive, affordable means for enhancing listening more broadly in hearing-impaired individuals. © Copyright © 2021 Fletcher.",,Review,Final,All Open Access; Gold Open Access; Green Open Access,Scopus,2-s2.0-85114985260
Liu W.; Luque M.; Li H.; Schrott-Fischer A.; Glueckert R.; Tylstedt S.; Rajan G.; Ladak H.; Agrawal S.; Rask-Andersen H.,"Liu, Wei (56108887200); Luque, Maria (57210729786); Li, Hao (56988820800); Schrott-Fischer, Anneliese (55403356500); Glueckert, Rudolf (55923185200); Tylstedt, Sven (6506993306); Rajan, Gunesh (7003625401); Ladak, Hanif (57207541892); Agrawal, Sumit (7403054662); Rask-Andersen, Helge (7006223005)",56108887200; 57210729786; 56988820800; 55403356500; 55923185200; 6506993306; 7003625401; 57207541892; 7403054662; 7006223005,"Spike Generators and Cell Signaling in the Human Auditory Nerve: An Ultrastructural, Super-Resolution, and Gene Hybridization Study",2021,Frontiers in Cellular Neuroscience,15,,642211,,,,4,10.3389/fncel.2021.642211,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103408379&doi=10.3389%2ffncel.2021.642211&partnerID=40&md5=1f908c1ab57458174acdc7cd2ac6580b,"Background: The human auditory nerve contains 30,000 nerve fibers (NFs) that relay complex speech information to the brain with spectacular acuity. How speech is coded and influenced by various conditions is not known. It is also uncertain whether human nerve signaling involves exclusive proteins and gene manifestations compared with that of other species. Such information is difficult to determine due to the vulnerable, “esoteric,” and encapsulated human ear surrounded by the hardest bone in the body. We collected human inner ear material for nanoscale visualization combining transmission electron microscopy (TEM), super-resolution structured illumination microscopy (SR-SIM), and RNA-scope analysis for the first time. Our aim was to gain information about the molecular instruments in human auditory nerve processing and deviations, and ways to perform electric modeling of prosthetic devices. Material and Methods: Human tissue was collected during trans-cochlear procedures to remove petro-clival meningioma after ethical permission. Cochlear neurons were processed for electron microscopy, confocal microscopy (CM), SR-SIM, and high-sensitive in situ hybridization for labeling single mRNA transcripts to detect ion channel and transporter proteins associated with nerve signal initiation and conductance. Results: Transport proteins and RNA transcripts were localized at the subcellular level. Hemi-nodal proteins were identified beneath the inner hair cells (IHCs). Voltage-gated ion channels (VGICs) were expressed in the spiral ganglion (SG) and axonal initial segments (AISs). Nodes of Ranvier (NR) expressed Nav1.6 proteins, and encoding genes critical for inter-cellular coupling were disclosed. Discussion: Our results suggest that initial spike generators are located beneath the IHCs in humans. The first NRs appear at different places. Additional spike generators and transcellular communication may boost, sharpen, and synchronize afferent signals by cell clusters at different frequency bands. These instruments may be essential for the filtering of complex sounds and may be challenged by various pathological conditions. © Copyright © 2021 Liu, Luque, Li, Schrott-Fischer, Glueckert, Tylstedt, Rajan, Ladak, Agrawal and Rask-Andersen.",,Article,Final,All Open Access; Gold Open Access; Green Open Access,Scopus,2-s2.0-85103408379
Tu Z.; Ma N.; Barker J.,"Tu, Zehai (57204144418); Ma, Ning (57190190446); Barker, Jon (7401680706)",57204144418; 57190190446; 7401680706,Optimising hearing aid fittings for speech in noise with a differentiable hearing loss model,2021,"Proceedings of the Annual Conference of the International Speech Communication Association, INTERSPEECH",2,,,1201,1205,4,3,10.21437/Interspeech.2021-1613,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119175694&doi=10.21437%2fInterspeech.2021-1613&partnerID=40&md5=9be6998e1da6137562611452a4a3c3cc,"Current hearing aids normally provide amplification based on a general prescriptive fitting, and the benefits provided by the hearing aids vary among different listening environments despite the inclusion of noise suppression feature. Motivated by this fact, this paper proposes a data-driven machine learning technique to develop hearing aid fittings that are customised to speech in different noisy environments. A differentiable hearing loss model is proposed and used to optimise fittings with back-propagation. The customisation is reflected on the data of speech in different noise with also the consideration of noise suppression. The objective evaluation shows the advantages of optimised custom fittings over general prescriptive fittings.  Copyright © 2021 ISCA.",,Conference paper,Final,All Open Access; Green Open Access,Scopus,2-s2.0-85119175694
Taylor K.; Sheikh W.,"Taylor, Kyra (57796504600); Sheikh, Waseem (22836360100)",57796504600; 22836360100,Automated Hearing Impairment Diagnosis Using Machine Learning,2022,"2022 Intermountain Engineering, Technology and Computing, IETC 2022",,,,,,,2,10.1109/IETC54973.2022.9796707,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133968110&doi=10.1109%2fIETC54973.2022.9796707&partnerID=40&md5=7d9e0980c87068dcf0e47f8938c6e4b2,"Approximately 700 million people will suffer from disabling hearing loss by 2050. Underdeveloped and developing countries, which encompass a considerable proportion of people with incapacitating hearing impairment, have a sparse number of audiologists and otolaryngologists. The lack of specialists leaves most hearing impairments undiagnosed for a long time. In this paper, we propose an automated hearing impairment diagnosis software - based on machine learning - to support audiologists and otolaryngologists in accurately and efficiently diagnosing and classifying hearing loss. We present the design, implementation, and performance analysis of the automated hearing impairment diagnosis software, which consists of two modules: a hearing test Data Generation Module and a Machine Learning Model. The Data Generation Module produces a diverse and exhaustive dataset for training and evaluating the Machine Learning Model. By employing multiclass and multi-label classification techniques to learn from the hearing test data, the model can instantaneously predict the type, degree, and configuration of hearing loss with high accuracy. Our proposed Machine Learning Model demonstrates propitious results with a prediction time of 634 ms, a log-loss reduction rate of 98.48%, and macro and micro precisions of 100% - showing the model's applicability to assist audiologists and otolaryngologists in rapidly and accurately classifying the type, degree, and configuration of hearing loss.  © 2022 IEEE.",,Conference paper,Final,,Scopus,2-s2.0-85133968110
Zou Y.; Ma H.; Liu B.; Li D.; Liu D.; Wang X.; Wang S.; Fan W.; Han P.,"Zou, Yan (57195721876); Ma, Hui (55723486100); Liu, Bo (57200554550); Li, Dan (57205885840); Liu, Dingxi (8285623100); Wang, Xinrong (57219034386); Wang, Siqi (56495813200); Fan, Wenliang (55624403100); Han, Ping (35726604400)",57195721876; 55723486100; 57200554550; 57205885840; 8285623100; 57219034386; 56495813200; 55624403100; 35726604400,Disrupted Topological Organization in White Matter Networks in Unilateral Sudden Sensorineural Hearing Loss,2021,Frontiers in Neuroscience,15,,666651,,,,6,10.3389/fnins.2021.666651,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111384644&doi=10.3389%2ffnins.2021.666651&partnerID=40&md5=e2a037528c5df3498849e4f774064b42,"Sudden sensorineural hearing loss (SSNHL) is a sudden-onset hearing impairment that rapidly develops within 72 h and is mostly unilateral. Only a few patients can be identified with a defined cause by routine clinical examinations. Recently, some studies have shown that unilateral SSNHL is associated with alterations in the central nervous system. However, little is known about the topological organization of white matter (WM) networks in unilateral SSNHL patients in the acute phase. In this study, 145 patients with SSNHL and 91 age-, gender-, and education-matched healthy controls were evaluated using diffusion tensor imaging (DTI) and graph theoretical approaches. The topological properties of WM networks, including global and nodal parameters, were investigated. At the global level, SSNHL patients displayed decreased clustering coefficient, local efficiency, global efficiency, normalized clustering coefficient, normalized characteristic path length, and small-worldness and increased characteristic path length (p < 0.05) compared with healthy controls. At the nodal level, altered nodal centralities in brain regions involved the auditory network, visual network, attention network, default mode network (DMN), sensorimotor network, and subcortical network (p < 0.05, Bonferroni corrected). These findings indicate a shift of the WM network topology in SSNHL patients toward randomization, which is characterized by decreased global network integration and segregation and is reflected by decreased global connectivity and altered nodal centralities. This study could help us understand the potential pathophysiology of unilateral SSNHL. © Copyright © 2021 Zou, Ma, Liu, Li, Liu, Wang, Wang, Fan and Han.",,Article,Final,All Open Access; Gold Open Access; Green Open Access,Scopus,2-s2.0-85111384644
Pickett S.B.; Raible D.W.,"Pickett, Sarah B. (57200541904); Raible, David W. (7004125277)",57200541904; 7004125277,Water Waves to Sound Waves: Using Zebrafish to Explore Hair Cell Biology,2019,JARO - Journal of the Association for Research in Otolaryngology,20,1,,,,,33,10.1007/s10162-018-00711-1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059916767&doi=10.1007%2fs10162-018-00711-1&partnerID=40&md5=0be0fae3da39cfee461660345b6046d9,"Although perhaps best known for their use in developmental studies, over the last couple of decades, zebrafish have become increasingly popular model organisms for investigating auditory system function and disease. Like mammals, zebrafish possess inner ear mechanosensory hair cells required for hearing, as well as superficial hair cells of the lateral line sensory system, which mediate detection of directional water flow. Complementing mammalian studies, zebrafish have been used to gain significant insights into many facets of hair cell biology, including mechanotransduction and synaptic physiology as well as mechanisms of both hereditary and acquired hair cell dysfunction. Here, we provide an overview of this literature, highlighting some of the particular advantages of using zebrafish to investigate hearing and hearing loss. © 2019, Association for Research in Otolaryngology.",30635804,Review,Final,All Open Access; Green Open Access,Scopus,2-s2.0-85059916767
Parthasarathy A.; Romero Pinto S.; Lewis R.M.; Goedicke W.; Polley D.B.,"Parthasarathy, Aravindakshan (55213012500); Romero Pinto, Sandra (57216523452); Lewis, Rebecca M. (57201456258); Goedicke, William (57214075305); Polley, Daniel B. (6701823573)",55213012500; 57216523452; 57201456258; 57214075305; 6701823573,Data-driven segmentation of audiometric phenotypes across a large clinical cohort,2020,Scientific Reports,10,1,6704,,,,23,10.1038/s41598-020-63515-5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083804700&doi=10.1038%2fs41598-020-63515-5&partnerID=40&md5=8d45393201a862d132786d340181e253,"Pure tone audiograms are used to assess the degree and underlying source of hearing loss. Audiograms are typically categorized into a few canonical types, each thought to reflect distinct pathologies of the ear. Here, we analyzed 116,400 patient records from our clinic collected over a 24-year period and found that standard categorization left 46% of patient records unclassified. To better account for the full spectrum of hearing loss profiles, we used a Gaussian Mixture Model (GMM) to segment audiograms without any assumptions about frequency relationships, interaural symmetry or etiology. The GMM converged on ten types, featuring varying degrees of high-frequency hearing loss, flat loss, mixed loss, and notched profiles, with predictable relationships to patient age and sex. A separate GMM clustering of 15,380 audiograms from the National Health and Nutrition Examination Survey (NHANES) identified six similar types, that only lacked the more extreme hearing loss configurations observed in our patient cohort. Whereas traditional approaches distill hearing loss configurations down to a few canonical types by disregarding much of the underlying variability, an objective probabilistic model that accounted for all of the data identified an organized, but more heterogenous set of audiogram types that was consistent across two large clinical databases. © 2020, The Author(s).",32317648,Article,Final,All Open Access; Gold Open Access; Green Open Access,Scopus,2-s2.0-85083804700
