language,keywords,note,year,url,publisher,author,title,ENTRYTYPE,ID,contributor,howpublished
{en},{Speech and Hearing},"{Source: Ear & Hearing ; volume 40, issue 4, page 918-926 ; ISSN 0196-0202 ; Description: Objectives: A confluence of recent developments in cloud computing, real-time web audio and machine learning psychometric function estimation has made wide dissemination of sophisticated turn-key audiometric assessments possible. The authors have combined these capabilities into an online (i.e., web-based) pure-tone audiogram estimator intended to empower researchers and clinicians with advanced hearing tests without the need for custom programming or special hardware. The objective of this study was to assess the accuracy and reliability of this new online machine learning audiogram method relative to a commonly used hearing threshold estimation technique also implemented online for the first time in the same platform. Design: The authors performed air conduction pure-tone audiometry on 21 participants between the ages of 19 and 79 years (mean 41, SD 21) exhibiting a wide range of hearing abilities. For each ear, two repetitions of online machine learning audiogram estimation and two repetitions of online modified Hughson-Westlake ascending-descending audiogram estimation were acquired by an audiologist using the online software tools. The estimated hearing thresholds of these two techniques were compared at standard audiogram frequencies (i.e., 0.25, 0.5, 1, 2, 4, 8 kHz). Results: The two threshold estimation methods delivered very similar threshold estimates at standard audiogram frequencies. Specifically, the mean absolute difference between threshold estimates was 3.24 {\textpm} 5.15 dB. The mean absolute differences between repeated measurements of the online machine learning procedure and between repeated measurements of the Hughson-Westlake procedure were 2.85 {\textpm} 6.57 dB and 1.88 {\textpm} 3.56 dB, respectively. The machine learning method generated estimates of both threshold and spread (i.e., the inverse of psychometric slope) continuously across the entire frequency range tested from fewer samples on average than the modified Hughson-Westlake procedure required to estimate six discrete thresholds. Conclusions: Online ...}",2018,http://dx.doi.org/10.1097/aud.0000000000000669,{Ovid Technologies (Wolters Kluwer Health)},"Barbour, Dennis L. AND Howard, Rebecca T. AND Song, Xinyu D. AND Metzger, Nikki AND Sukesan, Kiron A. AND DiLorenzo, James C. AND Snyder, Braham R. D. AND Chen, Jeff Y. AND Degen, Eleanor A. AND Buchbinder, Jenna M. AND Heisey, Katherine L.",{Online Machine Learning Audiometry},article,88b7dc44d97ff300a514a86fdd0ce02a4a705982334dcbf84b3ec4310aca5165,,
{en},{Article},"{Source: Ear Hear ; Description: OBJECTIVES: When one ear of an individual can hear significantly better than the other ear, evaluating the worse ear with loud probe tones may require delivering masking noise to the better ear in order to prevent the probe tones from inadvertently being heard by the better ear. Current masking protocols are confusing, laborious and time consuming. Adding a standardized masking protocol to an active machine learning audiogram procedure could potentially alleviate all of these drawbacks by dynamically adapting the masking as needed for each individual. The goal of this study is to determine the accuracy and efficiency of automated machine learning masking for obtaining true hearing thresholds. DESIGN: Dynamically masked automated audiograms were collected for 29 participants between the ages of 21 and 83 (mean 43, SD 20) with a wide range of hearing abilities. Normal hearing listeners were given unmasked and masked machine learning audiogram tests. Listeners with hearing loss were given a standard audiogram test by an audiologist, with masking stimuli added as clinically determined, followed by a masked machine learning audiogram test. The hearing thresholds estimated for each pair of techniques were compared at standard audiogram frequencies (i.e., 0.25, 0.5, 1, 2, 4, 8 kHz). RESULTS: Masked and unmasked machine learning audiogram threshold estimates matched each other well in normal hearing listeners, with a mean absolute difference between threshold estimates of 3.4 dB. Masked machine learning audiogram thresholds also matched well the thresholds determined by a conventional masking procedure, with a mean absolute difference between threshold estimates for listeners with low asymmetry and high asymmetry between the ears, respectively, of 4.9 dB and 2.6 dB. Notably, out of 6200 masked machine learning audiogram tone deliveries for this study, no instances of tones detected by the non test ear were documented. The machine learning methods were also generally faster than the manual methods, and for some ...}",2020,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC7725866/,,"Heisey, Katherine L. AND Walker, Alexandra M. AND Xie, Kevin AND Abrams, Jenna M. AND Barbour, Dennis L.",{Dynamically Masked Audiograms with Machine Learning Audiometry},misc,3e72029d783983f9a26ea2e633fb2dd0616c5f9c26635150253d2e280f3a4dea,,
{en},{Speech and Hearing},"{Source: The Hearing Journal ; volume 74, issue 3, page 40,43,44 ; ISSN 0745-7472}",2021,http://dx.doi.org/10.1097/01.hj.0000737592.24476.88,{Ovid Technologies (Wolters Kluwer Health)},"Barbour, Dennis L. AND Wasmann, Jan-Willem A.",{Performance and Potential of Machine Learning Audiometry},article,cad542bcda71321acdfbc54b789c5e67f51a582969693937b6a03462d47e6b47,,
{en},{Speech and Hearing},"{Source: Ear & Hearing ; volume 41, issue 6, page 1692-1702 ; ISSN 1538-4667 0196-0202 ; Description: Objectives: When one ear of an individual can hear significantly better than the other ear, evaluating the worse ear with loud probe tones may require delivering masking noise to the better ear to prevent the probe tones from inadvertently being heard by the better ear. Current masking protocols are confusing, laborious, and time consuming. Adding a standardized masking protocol to an active machine learning audiogram procedure could potentially alleviate all of these drawbacks by dynamically adapting the masking as needed for each individual. The goal of this study is to determine the accuracy and efficiency of automated machine learning masking for obtaining true hearing thresholds. Design: Dynamically masked automated audiograms were collected for 29 participants between the ages of 21 and 83 (mean 43, SD 20) with a wide range of hearing abilities. Normal-hearing listeners were given unmasked and masked machine learning audiogram tests. Listeners with hearing loss were given a standard audiogram test by an audiologist, with masking stimuli added as clinically determined, followed by a masked machine learning audiogram test. The hearing thresholds estimated for each pair of techniques were compared at standard audiogram frequencies (i.e., 0.25, 0.5, 1, 2, 4, 8 kHz). Results: Masked and unmasked machine learning audiogram threshold estimates matched each other well in normal-hearing listeners, with a mean absolute difference between threshold estimates of 3.4 dB. Masked machine learning audiogram thresholds also matched well the thresholds determined by a conventional masking procedure, with a mean absolute difference between threshold estimates for listeners with low asymmetry and high asymmetry between the ears, respectively, of 4.9 and 2.6 dB. Notably, out of 6200 masked machine learning audiogram tone deliveries for this study, no instances of tones detected by the nontest ear were documented. The machine learning methods were also generally faster than the manual methods, and for some listeners, ...}",2020,http://dx.doi.org/10.1097/aud.0000000000000891,{Ovid Technologies (Wolters Kluwer Health)},"Heisey, Katherine L. AND Walker, Alexandra M. AND Xie, Kevin AND Abrams, Jenna M. AND Barbour, Dennis L.",{Dynamically Masked Audiograms With Machine Learning Audiometry},article,52d5bb287d56eb3a5df4115ba7d346be01cc12c2d4f85d9c5b1bca40ab4afeda,,
,,{Description: Washington University in St. Louis},2017,https://dx.doi.org/10.7936/k77s7n6j,,"Song, Xinyu",{Improving Pure-Tone Audiometry Using Probabilistic Machine Learning Classification ...},misc,f67243d7bf355b68663826c6c99284b6a9b5f39402c0e0b138de2a8c97cdda4e,,
{English (en)},{Audiometry},"{Source: McKelvey School of Engineering Theses & Dissertations ; Description: Washington University Open Scholarship ; Hearing loss is a critical public health concern, affecting hundreds millions of people worldwide and dramatically impacting quality of life for affected individuals. While treatment techniques have evolved in recent years, methods for assessing hearing ability have remained relatively unchanged for decades. The standard clinical procedure is the modified Hughson-Westlake procedure, an adaptive pure-tone detection task that is typically performed manually by audiologists, costing millions of collective hours annually among healthcare professionals. In addition to the high burden of labor, the technique provides limited detail about an individual{\textquoteright}s hearing ability, estimating only detection thresholds at a handful of pre-defined pure-tone frequencies (a threshold audiogram). An efficient technique that produces a detailed estimate of the audiometric function, including threshold and spread, could allow for better characterization of particular hearing pathologies and provide more diagnostic value. Parametric techniques exist to efficiently estimate multidimensional psychometric functions, but are ill-suited for estimation of audiometric functions because these functions cannot be easily parameterized. The Gaussian process is a compelling machine learning technique for inference of nonparametric multidimensional functions using binary data. The work described in this thesis utilizes Gaussian process classification to build an automated framework for efficient, high-resolution estimation of the full audiometric function, which we call the machine learning audiogram (MLAG). This Bayesian technique iteratively computes a posterior distribution describing its current belief about detection probability given the current set of observed pure tones and detection responses. The posterior distribution can be used to provide a current point estimate of the psychometric function as well as to select an informative query point for the next stimulus to be provided to the listener. The Gaussian process covariance function ...}",2017,https://openscholarship.wustl.edu/eng_etds/310,,"Song, Xinyu",{Improving Pure-Tone Audiometry Using Probabilistic Machine Learning Classification},misc,eaa067e7ff40e6a8a6debde603644ec387f0cef7fb33032e8602f746028371d5,,
{en},{Neurology (clinical)},"{Source: Otology & Neurotology ; volume 43, issue 5, page e530-e534 ; ISSN 1531-7129 1537-4505 ; Description: Objective: The aim of this study is to compare machine learning algorithms and established rule-based evaluations in screening audiograms for the purpose of diagnosing vestibular schwannomas. A secondary aim is to assess the performance of rule-based evaluations for predicting vestibular schwannomas using the largest dataset in the literature. Study Design: Retrospective case-control study. Setting: Tertiary referral center. Patients: Seven hundred sixty seven adult patients with confirmed vestibular schwannoma and a pretreatment audiogram on file and 2000 randomly selected adult controls with audiograms. Intervention(s): Audiometric data were analyzed using machine learning algorithms and standard rule-based criteria for defining asymmetric hearing loss. Main Outcome Measures: The primary outcome is the ability to identify patients with vestibular schwannomas based on audiometric data alone, using machine learning algorithms and rule-based formulas. The secondary outcome is the application of conventional rule-based formulas to a larger dataset using advanced computational techniques. Results: The machine learning algorithms had mildly improved specificity in some fields compared with rule-based evaluations and had similar sensitivity to previous rule-based evaluations in diagnosis of vestibular schwannomas. Conclusions: Machine learning algorithms perform similarly to rule-based evaluations in identifying patients with vestibular schwannomas based on audiometric data alone. Performance of established rule-based formulas was consistent with earlier performance metrics, when analyzed using a large dataset.}",2022,http://dx.doi.org/10.1097/mao.0000000000003539,{Ovid Technologies (Wolters Kluwer Health)},"Carey, Grace E. AND Jacobson, Clare E. AND Warburton, Alyssa N. AND Biddle, Elliot AND Mannarelli, Greg AND Wilson, Michael AND Stucken, Emily Z.",{Machine Learning for Vestibular Schwannoma Diagnosis Using Audiometrie Data Alone},article,3f85d303f5f9cda2bfd30a10b72927341fda4a28b2497a1c803749c9e4a2b0ab,,
,,"{Source: 2022 4th International Conference on Circuits, Control, Communication and Computing (I4C)}",2022,http://dx.doi.org/10.1109/i4c57141.2022.10057711,{IEEE},"Gopinath, Anagha AND H, Akshitha AND Loomba, Arshya AND Kumar, Ranveer AND Narayanappa, CK",{Data Driven Machine Learning Model for Audiometric Threshold classification},proceedings,abe91b3684b37bffd24c85727109782e2d7c73bfcb95ee4161a00d74f11f0b75,,
,,{Description: Open Science Framework ; Supplementary materials and data related to dynamically masked audiometry research. ...},2022,https://dx.doi.org/10.17605/osf.io/gj8s5,,"Barbour, Dennis AND Heisey, Katherine AND Xie, Kevin AND Buchbinder, Jenna AND Walker, Alexandra",{Dynamically Masked Audiograms with Machine Learning Audiometry Supplement ...},misc,aefe6dba96ce365277c0aebe4de3e8eba9332e400686217b6eb41907fa11277e,,
{en},,"{Description: University of Liverpool ; Time Series Clustering Analysis: Exploring the Patterns of Hearing Loss in Adults (50+) in Cheshire and Merseyside ICS, 2013-2022 For more detailed information on this type of spatial analysis, please visit https://pro.arcgis.com/en/pro-app/latest/tool-reference/space-time-pattern-mining/time-series-clustering.htm}",2023,https://datacat.liverpool.ac.uk/2277/,,"Tsimpida, Dialechti","{Time Series Clustering Analysis: Exploring the Patterns of Hearing Loss in Adults (50 years old and above) in Cheshire and Merseyside ICS, 2013-2022. An Interactive Map Application.}",misc,32cf6167bdc4424da3db0ffc66022ca5d378b1900b8aecb9e0ade41a692ae837,,
,,"{Description: University of Liverpool ; Time Series Clustering Analysis: Exploring the Patterns of Hearing Loss in Adults (50+) in Cheshire and Merseyside ICS, 2013-2022 For more detailed information on this type of spatial analysis, please visit https://pro.arcgis.com/en/pro-app/latest/tool-reference/space-time-pattern-mining/time-series-clustering.htm ...}",2023,https://dx.doi.org/10.17638/datacat.liverpool.ac.uk/2277,,"Tsimpida, Dialechti","{Time Series Clustering Analysis: Exploring the Patterns of Hearing Loss in Adults (50 years old and above) in Cheshire and Merseyside ICS, 2013-2022. An Interactive Map Application. ...}",misc,724d899471958f0788805b76b94d2f10cfd10ebe0996dfe178df325e3c4ac82f,,
{en},,,2023,https://eprints.soton.ac.uk/484684/,,"Tsimpida, Dalia","{Time series clustering analysis: exploring the patterns of hearing loss in adults (50 years old and above) in Cheshire and Merseyside ICS, 2013-2022. An interactive map application}",misc,73f9e963d275f9d807d119fef69408f4ea5cf070856c424606850c6dd3162c3f,,
{EN},{hearing-loss symptoms},"{Source: Sustainability; Volume 13; Issue 10; Pages: 5406 ; Description: Multidisciplinary Digital Publishing Institute ; Physicians depend on their insight and experience and on a fundamentally indicative or symptomatic approach to decide on the possible ailment of a patient. However, numerous phases of problem identification and longer strategies can prompt a longer time for consulting and can subsequently cause other patients that require attention to wait for longer. This can bring about pressure and tension concerning those patients. In this study, we focus on developing a decision-support system for diagnosing the symptoms as a result of hearing loss. The model is implemented by utilizing machine learning techniques. The Frequent Pattern Growth (FP-Growth) algorithm is used as a feature transformation method and the multivariate Bernoulli na{\""\i}ve Bayes classification model as the classifier. To find the correlation that exists between the hearing thresholds and symptoms of hearing loss, the FP-Growth and association rule algorithms were first used to experiment with small sample and large sample datasets. The result of these two experiments showed the existence of this relationship, and that the performance of the hybrid of the FP-Growth and na{\""\i}ve Bayes algorithms in identifying hearing-loss symptoms was found to be efficient, with a very small error rate. The average accuracy rate and average error rate for the multivariate Bernoulli model with FP-Growth feature transformation, using five training sets, are 98.25\% and 1.73\%, respectively.}",2021,https://doi.org/10.3390/su13105406,,Mohd Khanapi Abd Ghani AND Nasir G. Noma AND Mazin Abed Mohammed AND Karrar Hameed Abdulkareem AND Begonya Garcia-Zapirain AND Mashael S. Maashi AND Salama A. Mostafa,{Innovative Artificial Intelligence Approach for Hearing-Loss Symptoms Identification Model Using Machine Learning Techniques},misc,06fe4d8387ec01609152b04cdfc03887f18094b39aeedf0d3f45812e7a44c757,,
{EN},{hearing-loss symptoms},"{Source: Sustainability, Vol 13, Iss 5406, p 5406 (2021) ; Description: Physicians depend on their insight and experience and on a fundamentally indicative or symptomatic approach to decide on the possible ailment of a patient. However, numerous phases of problem identification and longer strategies can prompt a longer time for consulting and can subsequently cause other patients that require attention to wait for longer. This can bring about pressure and tension concerning those patients. In this study, we focus on developing a decision-support system for diagnosing the symptoms as a result of hearing loss. The model is implemented by utilizing machine learning techniques. The Frequent Pattern Growth (FP-Growth) algorithm is used as a feature transformation method and the multivariate Bernoulli na{\""\i}ve Bayes classification model as the classifier. To find the correlation that exists between the hearing thresholds and symptoms of hearing loss, the FP-Growth and association rule algorithms were first used to experiment with small sample and large sample datasets. The result of these two experiments showed the existence of this relationship, and that the performance of the hybrid of the FP-Growth and na{\""\i}ve Bayes algorithms in identifying hearing-loss symptoms was found to be efficient, with a very small error rate. The average accuracy rate and average error rate for the multivariate Bernoulli model with FP-Growth feature transformation, using five training sets, are 98.25\% and 1.73\%, respectively.}",2021,https://doi.org/10.3390/su13105406,{MDPI AG},Mohd Khanapi Abd Ghani AND Nasir G. Noma AND Mazin Abed Mohammed AND Karrar Hameed Abdulkareem AND Begonya Garcia-Zapirain AND Mashael S. Maashi AND Salama A. Mostafa,{Innovative Artificial Intelligence Approach for Hearing-Loss Symptoms Identification Model Using Machine Learning Techniques},article,1d3953ebf37cb3b504828eee1356c2781bd59a6d07fd8e5604d88232c4955a6c,,
,{Otorhinolaryngology},"{Description: Background:Machine Learning models have been applied in various healthcare fields, including Audiology, to predict disease outcomes. The prognosis of sudden sensorineural hearing loss is difficult to predict due to the variable course of the disease. Hence, researchers have attempted to utilize ML models to predict the outcome of patients with sudden sensorineural hearing loss. The objectives of this study were to review the performance of these machine learning models and assess their applicability in real-world settings.Methods:A systematic search was conducted in PubMed, Web of Science and Scopus. Only studies that built machine learning prediction models were included, and studies that used algorithms such as logistic regression only for the purpose of adjusting for confounding variables were excluded. The risk of bias was assessed using the Prediction model Risk of Bias Assessment Tool (PROBAST).Results:After screening, a total of 7 papers were eligible for synthesis. In total, these studies built 48 ML ...}",2023,https://dx.doi.org/10.25384/sage.c.6892035.v1,{SAGE Journals},"Aghakhani, Amirhossein AND Yousefi, Milad AND Yekaninejad, Mir Saeed",{Machine Learning Models for Predicting Sudden Sensorineural Hearing Loss Outcome: A Systematic Review ...},article,9f7ce94375313f0da7c74edfd0486a495e817f7721e6f72b6dfb3134c278178a,,
{en},{Neurology (clinical)},"{Source: Otology & Neurotology ; volume 42, issue 9, page e1286-e1292 ; ISSN 1531-7129 1537-4505 ; Description: Objectives: Vibrant Soundbridge (VSB) was developed for treatment of hearing loss, but clinical outcomes vary and prognostic factors predicting the success of the treatment remain unknown. We examined clinical outcomes of VSB for conductive or mixed hearing loss, prognostic factors by analyzing prediction models, and cut-off values to predict the outcomes. Study design: Retrospective chart review. Setting: Tertiary care hospital. Patients: Thirty patients who underwent VSB surgery from January 2017 to December 2019 at our hospital. Intervention: Audiological tests were performed prior to and 3 months after surgery; patients completed questionnaires 3 months after surgery. Main outcome measures: We used a multiregression and the random forest algorithm for predictions. Mean absolute errors and coefficient of determinations were calculated to estimate prediction accuracies. Coefficient values in the multiregression model and the importance of features in the random forest model were calculated to clarify prognostic factors. Receiver operation characteristic curves were plotted. Results: All audiological outcomes improved after surgery. The random forest model (mean absolute error: 0.06) recorded more accuracy than the multiregression model (mean absolute error: 0.12). Speech discrimination score in a silent context in patients with hearing aids was the most influential factor (coefficient value: 0.51, featured value: 0.71). The candidate cut-off value was 36\% (sensitivity: 89\%, specificity: 75\%). Conclusions: VSB is an effective treatment for conductive or mixed hearing loss. Machine learning demonstrated more precise predictions, and speech discrimination scores in a silent context in patients with hearing aids were the most important factor in predicting clinical outcomes.}",2021,http://dx.doi.org/10.1097/mao.0000000000003271,{Ovid Technologies (Wolters Kluwer Health)},"Koyama, Hajime AND Mori, Anjin AND Nagatomi, Daisuke AND Fujita, Takeshi AND Saito, Kazuya AND Osaki, Yasuhiro AND Yamasoba, Tatsuya AND Doi, Katsumi",{Machine Learning Technique Reveals Prognostic Factors of Vibrant Soundbridge for Conductive or Mixed Hearing Loss Patients},article,6d5e172708d488f744dfcb2aa66e224591f39dbaa0cbd4d4f5caa2eae8960d6f,,
{en},{Multidisciplinary},"{Source: Scientific Reports ; volume 9, issue 1 ; ISSN 2045-2322 ; Description: Abstract Hearing loss (HL) is the most common neurodegenerative disease worldwide. Despite its prevalence, clinical testing does not yield a cell or molecular based identification of the underlying etiology of hearing loss making development of pharmacological or molecular treatments challenging. A key to improving the diagnosis of inner ear disorders is the development of reliable biomarkers for different inner ear diseases. Analysis of microRNAs (miRNA) in tissue and body fluid samples has gained significant momentum as a diagnostic tool for a wide variety of diseases. In previous work, we have shown that miRNA profiling in inner ear perilymph is feasible and may demonstrate distinctive miRNA expression profiles unique to different diseases. A first step in developing miRNAs as biomarkers for inner ear disease is linking patterns of miRNA expression in perilymph to clinically available metrics. Using machine learning (ML), we demonstrate we can build disease specific algorithms that predict the presence of sensorineural hearing loss using only miRNA expression profiles. This methodology not only affords the opportunity to understand what is occurring on a molecular level, but may offer an approach to diagnosing patients with active inner ear disease.}",2019,http://dx.doi.org/10.1038/s41598-019-40192-7,{Springer Science and Business Media LLC},"Shew, Matthew AND New, Jacob AND Wichova, Helena AND Koestler, Devin C. AND Staecker, Hinrich",{Using Machine Learning to Predict Sensorineural Hearing Loss Based on Perilymph Micro RNA Expression Profile},article,aec94d0092b6b0db052420717ec1d2f34246ba2f77f955283317701e677caa44,,
,{Otorhinolaryngology},"{Description: Background:Machine Learning models have been applied in various healthcare fields, including Audiology, to predict disease outcomes. The prognosis of sudden sensorineural hearing loss is difficult to predict due to the variable course of the disease. Hence, researchers have attempted to utilize ML models to predict the outcome of patients with sudden sensorineural hearing loss. The objectives of this study were to review the performance of these machine learning models and assess their applicability in real-world settings.Methods:A systematic search was conducted in PubMed, Web of Science and Scopus. Only studies that built machine learning prediction models were included, and studies that used algorithms such as logistic regression only for the purpose of adjusting for confounding variables were excluded. The risk of bias was assessed using the Prediction model Risk of Bias Assessment Tool (PROBAST).Results:After screening, a total of 7 papers were eligible for synthesis. In total, these studies built 48 ML ...}",2023,https://dx.doi.org/10.25384/sage.c.6892035,{SAGE Journals},"Aghakhani, Amirhossein AND Yousefi, Milad AND Yekaninejad, Mir Saeed",{Machine Learning Models for Predicting Sudden Sensorineural Hearing Loss Outcome: A Systematic Review ...},article,b576fb8d37b8d90c7c9c455431e3fe2f69b03df6006a199639239234ce895e29,,
{en},{Article},"{Description: Nature Publishing Group UK ; Hearing loss (HL) is the most common neurodegenerative disease worldwide. Despite its prevalence, clinical testing does not yield a cell or molecular based identification of the underlying etiology of hearing loss making development of pharmacological or molecular treatments challenging. A key to improving the diagnosis of inner ear disorders is the development of reliable biomarkers for different inner ear diseases. Analysis of microRNAs (miRNA) in tissue and body fluid samples has gained significant momentum as a diagnostic tool for a wide variety of diseases. In previous work, we have shown that miRNA profiling in inner ear perilymph is feasible and may demonstrate distinctive miRNA expression profiles unique to different diseases. A first step in developing miRNAs as biomarkers for inner ear disease is linking patterns of miRNA expression in perilymph to clinically available metrics. Using machine learning (ML), we demonstrate we can build disease specific algorithms that predict the presence of sensorineural hearing loss using only miRNA expression profiles. This methodology not only affords the opportunity to understand what is occurring on a molecular level, but may offer an approach to diagnosing patients with active inner ear disease.}",2019,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC6399453/,,"Shew, Matthew AND New, Jacob AND Wichova, Helena AND Koestler, Devin C. AND Staecker, Hinrich",{Using Machine Learning to Predict Sensorineural Hearing Loss Based on Perilymph Micro RNA Expression Profile},misc,2cb86643f4d798d1b9ccdde22669a0f0ca7c088f69cfd62c8df91b09e7f45fa8,,
,,"{Source: 2022 6th International Conference On Computing, Communication, Control And Automation (ICCUBEA}",2022,http://dx.doi.org/10.1109/iccubea54992.2022.10011011,{IEEE},"Vanjari, Hrishikesh B. AND Kolte, Mahesh T. AND Chopade, Nilkanth",{Hearing Loss Adaptivity of Machine Learning Based Compressive Sensing Speech Enhancement for Hearing Aids},proceedings,38ca22a5336fb7a354b07792638fb5e008086ecca2c928550315a1b1779cb046,,
{en},{Otorhinolaryngology},"{Source: American Journal of Otolaryngology ; volume 42, issue 2, page 102858 ; ISSN 0196-0709}",2021,http://dx.doi.org/10.1016/j.amjoto.2020.102858,{Elsevier BV},"Uhm, Taewoong AND Lee, Jae Eun AND Yi, Seongbaek AND Choi, Sung Won AND Oh, Se Joon AND Kong, Soo Keun AND Lee, Il Woo AND Lee, Hyun Min",{Predicting hearing recovery following treatment of idiopathic sudden sensorineural hearing loss with machine learning models},article,807977baddc889dff3a0efb652625cc4a5b1eda463b4f2794d1617389e5075b1,{Pusan National University Yangsan Hospital},
{en},,"{Description: Article published in International Archives of Occupational and Environmental Health available open access at https://doi.org/10.1007/s00420-020-01648-w ; Purpose Noise-induced hearing loss (NIHL) is a global issue that impacts people{\textquoteright}s life and health. The current review aims to clarify the contributions and limitations of applying machine learning (ML) to predict NIHL by analyzing the performance of different ML techniques and the procedure of model construction. Methods The authors searched PubMed, EMBASE and Scopus on November 26, 2020. Results Eight studies were recruited in the current review following defined inclusion and exclusion criteria. Sample size in the selected studies ranged between 150 and 10,567. The most popular models were artificial neural networks (n = 4), random forests (n = 3) and support vector machines (n = 3). Features mostly correlated with NIHL and used in the models were: age (n = 6), duration of noise exposure (n = 5) and noise exposure level (n = 4). Five included studies used either split-sample validation (n = 3) or ten-fold cross-validation (n = 2). Assessment of accuracy ranged in value from 75.3\% to 99\% with a low prediction error/root-mean-square error in 3 studies. Only 2 studies measured discrimination risk using the receiver operating characteristic (ROC) curve and/or the area under ROC curve. Conclusion In spite of high accuracy and low prediction error of machine learning models, some improvement can be expected from larger sample sizes, multiple algorithm use, completed reports of model construction and the sufficient evaluation of calibration and discrimination risk.}",2021,http://hdl.handle.net/10369/11272,{Springer},"Chen, Feifan AND Cao, Zuwei AND Grais, Emad M. AND Zhao, Fei",{Contributions and limitations of using machine learning to predict noise-induced hearing loss},article,98587f908f12fa1d83fff6aea9e50752ad9d10a9c7f4fb278c73c46496e3ee57,,
,,"{Description: Physicians depend on their insight and experience and on a fundamentally indicative or symptomatic approach to decide on the possible ailment of a patient. However, numerous phases of problem identification and longer strategies can prompt a longer time for consulting and can subsequently cause other patients that require attention to wait for longer. This can bring about pressure and tension concerning those patients. In this study, we focus on developing a decision-support system for diagnosing the symptoms as a result of hearing loss. The model is implemented by utilizing machine learning techniques. The Frequent Pattern Growth (FP-Growth) algorithm is used as a feature transformation method and the multivariate Bernoulli na{\""\i}ve Bayes classification model as the classifier. To find the correlation that exists between the hearing thresholds and symptoms of hearing loss, the FP-Growth and association rule algorithms were first used to experiment with small sample and large sample datasets. The result of these two experiments showed the existence of this relationship, and that the performance of the hybrid of the FP-Growth and na{\""\i}ve Bayes algorithms in identifying hearing-loss symptoms was found to be efficient, with a very small error rate. The average accuracy rate and average error rate for the multivariate Bernoulli model with FP-Growth feature transformation, using five training sets, are 98.25\% and 1.73\%, respectively. ; hearing-loss symptoms; frequent pattern growth; multivariate Bernoulli na{\""\i}ve Bayes; machine learning techniques; identification model}",,https://www.mdpi.com/2071-1050/13/10/5406/pdf,,Mohd Khanapi Abd Ghani AND Nasir G. Noma AND Mazin Abed Mohammed AND Karrar Hameed Abdulkareem AND Begonya Garcia-Zapirain AND Mashael S. Maashi AND Salama A. Mostafa,{Innovative Artificial Intelligence Approach for Hearing-Loss Symptoms Identification Model Using Machine Learning Techniques},article,a5b4385ce702d812526c42ef9f2ae1b19035c368edbe20d957c9cfe3988733cc,,
,,{Source: 2019 15th International Conference on Signal-Image Technology & Internet-Based Systems (SITIS)},2019,http://dx.doi.org/10.1109/sitis.2019.00034,{IEEE},"Ilyas, Muhammad AND Nait-ali, Amine",{Machine Learning Based Detection of Hearing Loss Using Auditory Perception Responses},proceedings,990378f3fe801ebf21b4a29eec57474ce12bf7f7a975b8f8aa1459816e3035b4,,
{en},{General Medicine},"{Source: Annals of Otology, Rhinology & Laryngology ; volume 133, issue 3, page 268-276 ; ISSN 0003-4894 1943-572X ; Description: Background: Machine Learning models have been applied in various healthcare fields, including Audiology, to predict disease outcomes. The prognosis of sudden sensorineural hearing loss is difficult to predict due to the variable course of the disease. Hence, researchers have attempted to utilize ML models to predict the outcome of patients with sudden sensorineural hearing loss. The objectives of this study were to review the performance of these machine learning models and assess their applicability in real-world settings. Methods: A systematic search was conducted in PubMed, Web of Science and Scopus. Only studies that built machine learning prediction models were included, and studies that used algorithms such as logistic regression only for the purpose of adjusting for confounding variables were excluded. The risk of bias was assessed using the Prediction model Risk of Bias Assessment Tool (PROBAST). Results: After screening, a total of 7 papers were eligible for synthesis. In total, these studies built 48 ML models. The most common utilized algorithms were Logistic Regression, Support Vector Machine (SVM) and boosting. The area under the curve of the receiver operating characteristic curve ranged between 0.59 and 0.915. All of the included studies had a high risk of bias; hence there are concerns regarding their applicability. Conclusion: Although these models showed great performance and promising results, future studies are still needed before these models can be applied in a real-world setting. Future studies should employ multiple cohorts, different feature selection methods, and external validation to further validate the models{\textquoteright} applicability.}",2023,http://dx.doi.org/10.1177/00034894231206902,{SAGE Publications},"Aghakhani, Amirhossein AND Yousefi, Milad AND Yekaninejad, Mir Saeed",{Machine Learning Models for Predicting Sudden Sensorineural Hearing Loss Outcome: A Systematic Review},article,eb3215291a18f23128793edf022632920d7ca9ab8fe9de428adda9767fffa3c1,,
